"Players","Ratings","games","Hard_Ratings","Hard_games","Grass_Ratings","Grass_games","Clay_Ratings","Clay_games","Carpet_Ratings","Carpet_games","Nationality","Handed"
"Dosedel S.",1434.7889910047,57,1462.82929900626,30,1503.43710123715,4,1447.35987841723,23,1500,0,"CZE","R"
"Enqvist T.",1511.43815931788,228,1541.0369206369,159,1506.21529753212,22,1486.96524690425,47,1500,0,"SWE","R"
"Escude N.",1673.65024723614,160,1673.9017187986,104,1556.98870418072,28,1471.8211874659,28,1500,0,"FRA","R"
"Federer R.",2115.50091955757,1064,2078.53944488409,684,1915.94972848668,140,1895.81584313287,240,1500,0,"SUI","R"
"Fromberg R.",1424.67685169546,49,1489.32778448696,26,1499.97390033039,4,1425.45951286671,19,1500,0,"AUS","R"
"Gambill J.M.",1479.03358862912,260,1497.70411895901,197,1515.0079878689,33,1398.43853890115,30,1500,0,"USA","R"
"Grosjean S.",1514.99211094591,419,1503.61183616895,258,1603.16251287318,62,1588.49200323921,99,1500,0,"FRA","R"
"Henman T.",1618.94286900147,386,1629.41159049184,249,1635.21389092335,60,1589.12982943077,77,1500,0,"GBR","R"
"Hewitt L.",1682.82314759126,695,1650.1592132262,448,1731.91849089729,130,1630.0857939252,117,1500,0,"AUS","R"
"Lisnard J.",1458.54044731707,28,1454.23518848143,12,1500,0,1481.48282688026,16,1500,0,"MON","R"
"Martin A.",1465.18956853324,398,1390.06852648511,137,1429.86363283339,18,1526.28140076814,243,1500,0,"ARG","U"
"Norman M.",1503.33912310521,181,1552.00588035345,106,1500.00930234136,2,1503.42985224054,73,1500,0,"USA","U"
"Petrovic D.",1462.8263088103,8,1478.42972217522,4,1480.56479857953,4,1500,0,1500,0,"SRB","R"
"Sekulov J.",1444.98926963093,12,1463.09543756552,10,1489.10827764016,1,1489.11601666457,1,1500,0,"AUS","R"
"Stoltenberg J.",1529.99695043805,49,1502.86109234432,32,1509.90593870699,7,1538.6257626958,10,1500,0,"AUS","R"
"Vinck C.",1406.77648755859,34,1442.56634220314,16,1499.99833677596,8,1448.24682565461,10,1500,0,"BEL","U"
"Agenor R.",1408.42764574111,26,1457.89856950171,11,1489.7,3,1445.51447020802,12,1500,0,"USA","R"
"Behrend T.",1400.56370399758,104,1413.17385087778,35,1461.82450343025,4,1463.98824992727,65,1500,0,"GER","R"
"Damm M.",1437.59558656644,41,1447.42866257009,21,1498.16767123989,12,1484.35457980081,8,1500,0,"CZE","R"
"Delgado J.",1407.3015558357,37,1439.88401618954,15,1436.95013255741,21,1491.98110219773,1,1500,0,"ESP","U"
"Golmard J.",1530.08005964101,136,1563.52698662496,86,1461.81841895042,12,1517.87597360271,38,1500,0,"FRA","L"
"Hantschk M.",1413.34592479223,58,1435.14069457564,24,1479.41783117961,4,1479.66888343985,30,1500,0,"GER","R"
"Jonsson F.",1399.66159880129,22,1455.00870031413,13,1479.45276458007,2,1454.17400141473,7,1500,0,"SWE","R"
"Ketola T.",1455.75694722004,16,1471.98512456831,12,1479.66441094542,4,1500,0,1500,0,"FIN","R"
"Manta L.",1432.9482211254,16,1483.64990719189,10,1468.81255450466,3,1470.77529560661,3,1500,0,"SUI","U"
"Paes L.",1443.92182906518,14,1451.03075895583,11,1501.20889997284,2,1489.39473785795,1,1500,0,"IND","R"
"Pioline C.",1522.9645265303,110,1518.87654813934,54,1495.65976336054,15,1539.99177402614,41,1500,0,"FRA","R"
"Sanguinetti D.",1472.70092988534,256,1500.51098994077,154,1456.92821665314,40,1432.10321707276,62,1500,0,"ITA","R"
"Stanoytchev O.",1387.31864328707,28,1456.1058799579,9,1489.7,1,1430.05577345891,18,1500,0,"BUL","R"
"Tabara M.",1462.44151048154,74,1502.12355610929,40,1479.72592645571,2,1470.27059498751,32,1500,0,"CZE","R"
"Vanek J.",1452.16585535998,177,1412.79007113128,58,1453.05472542645,8,1484.84837135973,111,1500,0,"CZE","R"
"Vinciguerra A.",1487.1751634485,145,1496.92470236669,83,1471.31987085656,7,1493.91286861161,55,1500,0,"ITA","U"
"Bastl G.",1426.74070970498,101,1451.86998221354,74,1429.45943628423,15,1436.84051294597,12,1500,0,"SUI","R"
"Berasategui A.",1415.07056980534,19,1459.64726631024,6,1490.27421365437,1,1449.24318889976,12,1500,0,"ESP","R"
"Caratti C.",1431.37925200821,12,1447.19642902593,7,1470.66925177709,5,1500,0,1500,0,"ITA","R"
"Cherkasov A.",1488.62239371132,3,1489.10765982204,3,1500,0,1500,0,1500,0,"RUS","R"
"El Aynaoui Y.",1571.01822195327,258,1556.50466283797,125,1522.03948830917,16,1599.59699768055,117,1500,0,"MAR","R"
"Gaudio G.",1522.85836130049,397,1515.03262765898,115,1475.12753345298,7,1559.32834367581,275,1500,0,"ARG","R"
"Kiefer N.",1658.98432162953,366,1685.36934082928,239,1555.10166042905,53,1571.29589122155,74,1500,0,"GER","R"
"Marin J.A.",1383.49464081836,81,1436.06960857739,9,1489.09876282158,1,1402.8895135344,71,1500,0,"COL","U"
"Mirnyi M.",1527.91241992662,353,1514.53227653601,220,1569.36429438807,51,1459.68012451602,82,1500,0,"BLR","R"
"Santoro F.",1582.13696007441,385,1552.17206933273,252,1605.87032446258,67,1418.98407670206,66,1500,0,"FRA","R"
"Schalken S.",1571.2890572825,278,1546.01059964069,170,1637.28743679421,48,1540.41711706856,60,1500,0,"NED","R"
"Schuettler R.",1491.74120981818,513,1467.25985573658,313,1565.35522298633,71,1401.44181104235,129,1500,0,"GER","R"
"Squillari F.",1543.24743350355,189,1495.07195383958,52,1459.97290010022,4,1537.16606574616,133,1500,0,"ARG","L"
"Tillstrom M.",1495.84173888772,31,1509.55863327838,21,1479.09473785795,2,1505.06508295609,8,1500,0,"SWE","R"
"Vacek D.",1400.24166577278,29,1429.5996268546,23,1484.98150866904,2,1460.45205274434,4,1500,0,"CZE","R"
"van Lottum J.",1405.54285596979,65,1414.02314465548,31,1467.23442604392,12,1465.82271104666,22,1500,0,"NED","R"
"Balcells J.",1461.87761534021,77,1473.80164119604,35,1470.34629091828,3,1519.40886114714,39,1500,0,"ESP","R"
"Chang M.",1463.32166006733,137,1461.71904852217,95,1510.29833853903,17,1480.63442400713,25,1500,0,"USA","R"
"Ferrero J.C.",1670.90280278137,655,1622.25553611886,301,1605.45393106017,47,1689.30335488617,307,1500,0,"ESP","R"
"Gustafsson M.",1531.56962799155,61,1495.80544215756,18,1503.98723464772,12,1546.37876061729,31,1500,0,"SWE","R"
"Haas T.",1764.40837193614,620,1716.54610728741,412,1689.27943216332,60,1680.03879018645,148,1500,0,"GER","R"
"Johansson T.",1580.09100716216,338,1587.97065158557,229,1564.19673946084,55,1465.2560843851,54,1500,0,"SWE",""
"Novak J.",1617.06317960016,326,1650.96560973325,175,1516.13665383551,27,1588.80393389315,124,1500,0,"SVK","U"
"Rosset M.",1464.85414188858,111,1489.55052815633,54,1485.77543208133,18,1456.71968680042,39,1500,0,"SUI","R"
"Sell M.",1500.58285523687,2,1500.58285523687,2,1500,0,1500,0,1500,0,"USA","U"
"Arazi H.",1543.02490409609,194,1552.16815167066,105,1534.06205901581,23,1445.64619073995,66,1500,0,"MAR","U"
"Clavet F.",1459.20537301461,144,1505.18542564576,77,1491.96890240678,7,1423.88981410885,60,1500,0,"ESP","L"
"Clement A.",1530.41091916497,450,1511.32643774086,290,1527.52108681479,80,1468.6637295661,80,1500,0,"FRA","R"
"Corretja A.",1491.00366188284,228,1542.25575554795,108,1481.12150181567,2,1518.95649834457,118,1500,0,"ESP","R"
"Hrbaty D.",1488.89408950462,407,1524.80262841022,263,1449.48052895748,20,1499.39567043789,124,1500,0,"SVK","R"
"Ilie A.",1404.93467894567,101,1407.5349225271,56,1445.54300983777,6,1515.8696061489,39,1500,0,"BUL","R"
"Koubek S.",1529.57514564736,338,1544.27876041087,190,1425.53324656458,26,1475.94804268075,122,1500,0,"AUT","L"
"Kucera K.",1553.2704955277,159,1578.15076780881,98,1519.64785271256,26,1426.79763660084,35,1500,0,"SVK","R"
"Lapentti N.",1499.58691209482,341,1496.9491250184,141,1485.08111595045,18,1524.40181702137,182,1500,0,"ECU","R"
"Ljubicic I.",1668.52629610628,577,1637.27935036967,372,1523.93596788805,50,1669.84015089868,155,1500,0,"CRO","R"
"Martin T.",1577.23371150042,138,1574.39055025799,88,1555.44850262565,22,1479.73733749098,28,1500,0,"USA","U"
"Voinea A.",1444.70148982183,112,1483.87935368222,53,1474.26649028192,11,1442.9351900446,48,1500,0,"GRE","U"
"Agassi A.",1803.17866749223,343,1812.57479734471,256,1584.93259584774,29,1647.09081190795,58,1500,0,"USA","R"
"Alami K.",1399.24985255353,73,1410.50260024667,32,1490.56285660631,5,1458.72768830747,36,1500,0,"MAR","R"
"Bjorkman J.",1552.43276066335,330,1494.73609737116,211,1617.42446759421,76,1432.91843026249,43,1500,0,"SWE","R"
"Black W.",1470.89797760645,37,1462.48811341467,31,1482.56558681497,6,1500,0,1500,0,"ZIM","R"
"Dupuis A.",1503.31952249869,180,1426.95866574064,84,1526.44490272899,39,1437.1602349429,57,1500,0,"FRA","R"
"Ferreira W.",1597.72933787799,200,1574.37235474648,134,1552.60834344391,29,1519.95947794971,37,1500,0,"BRA","U"
"Hill M.",1490.0028200585,3,1500.03497218181,2,1490.00526214205,1,1500,0,1500,0,"USA","U"
"Ivanisevic G.",1498.57518540698,101,1487.77926908357,72,1558.70824512152,19,1413.68816417502,10,1500,0,"CRO","L"
"Kafelnikov Y.",1620.5507495708,253,1612.34092550208,172,1570.97983376162,23,1577.64757758629,58,1500,0,"RUS","R"
"Krajicek R.",1596.04734967853,69,1535.72878761997,37,1544.89960068552,19,1528.98023253047,13,1500,0,"NED","R"
"Kroslak J.",1455.81805666278,17,1473.56987284875,13,1500,0,1479.89681008247,4,1500,0,"SVK","R"
"Llodra M.",1617.98036758195,368,1598.74566673769,238,1596.59829252562,73,1483.83730222904,57,1500,0,"FRA","L"
"Philippoussis M.",1615.41926813331,209,1509.22684050099,138,1642.48209742383,45,1493.16876238034,26,1500,0,"AUS","R"
"Portas A.",1443.28224020821,215,1394.59681527165,32,1446.3454217902,12,1465.58487121165,171,1500,0,"ESP","R"
"Pozzi G.",1417.81608679419,71,1448.02621919643,42,1512.93763758325,19,1446.44213755733,10,1500,0,"ITA","L"
"Pretzsch A.",1446.80429046009,21,1465.22868334815,17,1474.61996386337,3,1488.94011011464,1,1500,0,"GER","R"
"Rochus C.",1389.14013947804,303,1395.41414867587,128,1362.30176908199,25,1454.79129459635,150,1500,0,"BEL","R"
"Sampras P.",1736.20912273232,137,1750.44234141096,98,1606.24159799079,24,1479.5689946774,15,1500,0,"USA","R"
"Sluiter R.",1509.31433448213,188,1457.70987403691,80,1520.93400364891,45,1488.58421620389,63,1500,0,"NED","R"
"Srichaphan P.",1551.58118919594,355,1573.64656559039,276,1538.067199646,39,1364.65780349957,40,1500,0,"THA","R"
"Stafford G.",1499.6955342938,2,1499.6955342938,2,1500,0,1500,0,1500,0,"RSA","R"
"Tieleman L.",1450.33744790145,28,1494.51723494844,17,1470.87642330476,5,1462.70635773726,6,1500,0,"ITA","R"
"Ullyett K.",1468.97285683775,7,1468.3263025386,7,1500,0,1500,0,1500,0,"ZIM","R"
"Vicente F.",1371.44959526364,240,1444.54289381324,83,1454.62032797688,15,1416.75866971284,142,1500,0,"ESP","R"
"Woodbridge T.",1470.71396175371,20,1452.33861960906,11,1510.45447363814,7,1499.69577872237,2,1500,0,"AUS","R"
"Woodforde M.",1468.18549964161,10,1473.04707299874,9,1489.7,1,1500,0,1500,0,"AUS","L"
"Woodruff C.",1456.93572955037,67,1491.01172707513,51,1483.94966445992,6,1441.71026287318,10,1500,0,"USA","R"
"Zabaleta M.",1539.47340210138,292,1455.07344878299,102,1453.78303663004,5,1592.40527046098,185,1500,0,"ARG","R"
"Blanco G.",1437.95651597032,145,1407.31909930448,25,1460.80211786092,4,1474.38262325278,116,1500,0,"BOL","U"
"Costa A.",1550.36429052218,256,1508.65128017481,104,1489.08317813187,1,1575.55983579273,151,1500,0,"VEN","R"
"Mantilla F.",1561.16947052002,231,1507.14610888597,73,1469.35513545543,7,1596.36555244657,151,1500,0,"COL","R"
"Pavel A.",1481.6719423068,331,1459.52214780626,166,1476.19279458366,35,1552.33017323064,130,1500,0,"CAN","U"
"Diaz J.",1380.98383499702,43,1407.17126812201,18,1489.99848378521,1,1439.56931393094,24,1500,0,"ECU","U"
"Guardiola T.",1466.46645247829,8,1502.53556188483,4,1500,0,1461.29495581028,4,1500,0,"FRA","R"
"Roux L.",1480.70230413144,13,1479.26279904455,13,1500,0,1500,0,1500,0,"FRA","R"
"Siemerink J.",1427.82527465602,52,1463.9425888789,23,1465.76130064413,10,1469.39852631779,19,1500,0,"NED","L"
"Courier J.",1492.04249463792,9,1492.31234103759,9,1500,0,1500,0,1500,0,"USA","R"
"Gimelstob J.",1442.97586229869,150,1423.33325935494,97,1510.27557449805,40,1433.39488376543,13,1500,0,"USA","R"
"Goldstein P.",1514.23433117353,160,1520.31279509536,117,1493.83882488553,17,1483.61060032214,26,1500,0,"ARG","R"
"Gumy H.",1443.14113465274,31,1473.89282117366,9,1490.01352360112,1,1461.41995158521,21,1500,0,"ARG","R"
"Larsson M.",1531.87074301945,57,1551.88927440068,35,1499.49126408136,12,1488.64094672956,10,1500,0,"SWE","U"
"Liukko V.",1499.24161242114,4,1499.24161242114,4,1500,0,1500,0,1500,0,"FIN","R"
"Malisse X.",1561.26748759921,483,1518.67048388704,313,1643.92973003281,79,1466.61615952378,91,1500,0,"BEL","R"
"Mamiit C.",1393.74737791831,95,1416.45947223337,74,1446.68765761316,12,1456.35046619125,9,1500,0,"PHI","R"
"Sargsian S.",1485.15598730576,200,1491.18314293838,106,1444.60090379415,30,1488.35726510773,64,1500,0,"ARM","R"
"Zib T.",1420.447119665,119,1404.26452802997,57,1473.34010735255,16,1421.69287308823,46,1500,0,"SLO","R"
"Levy H.",1361.14725628985,114,1383.71393746473,68,1466.86743629548,16,1431.09861379841,30,1500,0,"ISR","R"
"MacPhie B.",1501.69841513933,2,1501.69841513933,2,1500,0,1500,0,1500,0,"USA","L"
"Massu N.",1467.23915348273,414,1488.81307585292,153,1458.64640493231,17,1494.46656012399,244,1500,0,"CHI","R"
"Popp A.",1472.04502112942,106,1435.0308049204,41,1565.76020469832,38,1379.0946267382,27,1500,0,"UNK",""
"Reneberg R.",1500.71401297153,2,1500.71401297153,2,1500,0,1500,0,1500,0,"USA","R"
"Rodriguez M.",1454.28180520279,15,1479.39906181376,4,1500,0,1471.55838831185,11,1500,0,"USA","U"
"Sa A.",1398.77265997857,115,1439.66350262615,58,1476.73328424519,22,1387.66300924352,35,1500,0,"IRI",""
"Salzenstein J.",1428.00582018049,37,1432.03910980268,26,1486.45742295269,7,1487.98568423409,4,1500,0,"USA","L"
"Black B.",1499.10977191753,73,1469.62002082929,48,1558.68087936185,19,1461.04402601288,6,1500,0,"ZIM","R"
"Dewulf F.",1480.5815565339,4,1490.83950303966,3,1500,0,1489.44125639135,1,1500,0,"BEL","R"
"Rusedski G.",1581.79170308022,245,1580.13129531552,161,1636.81090809646,58,1432.08211180859,26,1500,0,"GBR","L"
"Wessels P.",1509.97004162664,66,1443.7849496965,36,1557.57594684728,23,1477.99145758659,7,1500,0,"NED","R"
"Saulnier C.",1490.32947943458,160,1505.00963934658,116,1460.64681736079,24,1435.61411246545,20,1500,0,"FRA","R"
"Tarango J.",1368.15297607792,43,1367.53275483899,22,1481.17017239192,4,1487.44926344001,17,1500,0,"USA","L"
"Canas G.",1579.6908553096,345,1623.56271328166,145,1566.04616864809,35,1616.2296632181,165,1500,0,"ARG","R"
"Chela J.I.",1523.67276584183,553,1500.92884003473,233,1441.04385059009,15,1585.50648151943,305,1500,0,"ARG","R"
"Hernandez A.",1464.6929380919,6,1500,0,1500,0,1467.73026662708,6,1500,0,"ESP","U"
"Kuerten G.",1513.35599833686,286,1578.25153266525,138,1510.95003864241,5,1585.68694048971,143,1500,0,"BRA","R"
"Meligeni F.",1536.54899929166,121,1509.75621464325,42,1478.86192473666,4,1518.22533751456,75,1500,0,"BRA","R"
"Puerta M.",1597.54577042226,156,1470.80709799268,29,1468.40989960793,3,1628.8892655282,124,1500,0,"ARG","L"
"Heuberger I.",1408.13763230791,67,1430.32653382501,47,1469.5351957449,8,1437.12605466963,12,1500,0,"SUI","R"
"Safin M.",1638.1754816225,478,1616.30929467582,295,1607.2383045889,42,1589.49732287083,141,1500,0,"RUS","R"
"Bryan M.",1485.58677883502,13,1499.40085050207,9,1482.3542849544,4,1500,0,1500,0,"USA","U"
"Calatrava A.",1407.26702712781,132,1437.49430408698,50,1471.3181873328,5,1438.6409155312,77,1500,0,"ESP","R"
"Hipfl M.",1431.61575241869,90,1441.08052870501,17,1461.63350981532,6,1470.20722170313,67,1500,0,"AUT","R"
"Rafter P.",1744.18535644709,96,1694.36175723085,65,1627.8677151963,26,1471.63661780765,5,1500,0,"AUS","R"
"Alvarez E.",1443.22156079837,20,1458.64700953478,4,1500,0,1480.14424309082,16,1500,0,"VEN",""
"Calleri A.",1523.6191748567,359,1514.20506970995,136,1454.20046823409,14,1577.88109929904,209,1500,0,"ARG","R"
"Garcia A.",1394.43244427938,34,1442.91031971283,11,1482.27997885729,2,1454.07458040693,21,1500,0,"ESP","U"
"Hood M.",1489.69567679282,5,1500,0,1500,0,1490.57782032335,5,1500,0,"ARG","L"
"Ulihrach B.",1462.62926218613,175,1530.73209183787,89,1453.89982974224,10,1450.08682799486,76,1500,0,"CZE","R"
"di Pasquale A.",1424.88365130456,83,1435.83749779604,26,1500,2,1431.76358988211,55,1500,0,"FRA","R"
"Etlis G.",1480.95376738698,30,1500.34041312195,7,1500,0,1459.9818466564,23,1500,0,"ARG","U"
"Prieto S.",1460.01262424804,6,1500,0,1500,0,1465.15298135029,6,1500,0,"ARG","R"
"Moya C.",1592.89782546444,549,1604.18514873461,250,1494.96077590384,12,1627.43663203695,287,1500,0,"ESP","R"
"Rios M.",1709.77997196164,158,1704.14215970461,102,1500,0,1586.99583821064,56,1500,0,"CHI","U"
"Arthurs W.",1531.27139487464,235,1518.14245680468,142,1514.25267252626,49,1445.04629739386,44,1500,0,"AUS","L"
"Fish M.",1766.26961014849,476,1730.09417911276,352,1660.5184506531,72,1522.01114475969,52,1500,0,"USA","U"
"Kratochvil M.",1485.69625852966,148,1489.05951724142,82,1510.36833623582,21,1480.46270810518,45,1500,0,"SUI","R"
"Medvedev A.",1498.09698134505,59,1471.10475074441,18,1480.06694078361,4,1526.82681119795,37,1500,0,"UKR","R"
"Roddick A.",1813.47164684197,733,1783.07930757638,536,1761.93469158551,102,1623.53549694454,95,1500,0,"USA","R"
"Alonso J.",1462.44603635394,13,1458.76294644772,4,1500,0,1494.90894784307,9,1500,0,"CHI","U"
"Huet S.",1420.41883005679,24,1439.34221256384,9,1492.05783623715,5,1466.25758833873,10,1500,0,"FRA","L"
"Bruguera S.",1468.21167309334,70,1462.2992940119,10,1489.09954118943,1,1507.38576721989,59,1500,0,"ESP","R"
"Coutelot N.",1483.7725863962,32,1486.46077635031,2,1479.55471094843,2,1502.40508044623,28,1500,0,"FRA","R"
"Lopez-Moron A.",1427.23746721571,10,1479.4,2,1500,0,1445.57567391077,8,1500,0,"ESP","R"
"Willems R.",1500.61540743692,2,1500,0,1500,0,1500,2,1500,0,"BEL","R"
"Wiltschnig H.",1477.94244771998,4,1500,0,1500,0,1479.75324666482,4,1500,0,"AUT","R"
"Boutter J.",1494.64672211214,118,1450.55288086925,54,1434.28717208,9,1534.98723064649,55,1500,0,"FRA","R"
"Ruud C.",1468.02275903894,29,1478.01467696001,5,1479.71324047116,2,1485.98492538151,22,1500,0,"NOR","R"
"Navarro S.",1498.17963154916,5,1500,0,1500,0,1496.41926616581,5,1500,0,"CHI","U"
"Coria G.",1557.96349859423,312,1628.13728397091,114,1531.59312846788,16,1621.55456833822,182,1500,0,"ARG","R"
"Browne F.",1461.44632741521,28,1481.54147355811,6,1500,0,1470.65468941208,22,1500,0,"ARG","R"
"Delgado R.",1468.58191052922,83,1470.01436689222,61,1466.00450790164,6,1492.11356319692,16,1500,0,"PAR","R"
"Gonzalez F.",1690.83914817463,487,1677.66760874701,245,1585.5967953038,35,1743.81970163773,207,1500,0,"CHI","U"
"Russell M.",1503.83436887607,222,1522.90823365312,142,1435.60861943942,33,1392.06155523358,47,1500,0,"USA","R"
"Sabau R.",1412.2167080712,42,1462.43901694338,7,1469.57885504882,5,1440.60576072118,30,1500,0,"ROU","R"
"Kohlmann M.",1461.48075656712,41,1436.65194306513,16,1474.93045286941,9,1511.11376712747,16,1500,0,"GER","R"
"Gaudenzi A.",1434.24132080964,99,1390.14384403105,37,1479.70474917415,2,1494.59258705597,60,1500,0,"ITA","R"
"Charpentier M.",1456.46345031896,7,1500,0,1500,0,1456.27369504422,7,1500,0,"ARG","L"
"Eschauer W.",1399.03704478566,51,1422.13171380824,12,1491.83499357047,3,1453.91612971965,36,1500,0,"AUT","R"
"Savolt A.",1448.82255361382,72,1426.62075046671,23,1478.15141153774,2,1488.71054631062,47,1500,0,"HUN","R"
"Burrieza O.",1474.12672913933,5,1500,0,1489.39473785795,3,1480.43746563178,2,1500,0,"ESP","R"
"Prinosil D.",1427.66159616162,66,1416.24744885038,38,1529.55331610475,21,1434.71004490524,7,1500,0,"GER","R"
"Bryan B.",1449.77233885491,39,1448.16119047903,21,1516.24178245948,14,1465.46081254459,4,1500,0,"USA","R"
"Knippschild J.",1433.24993826978,42,1438.36572767319,10,1515.99456260137,10,1452.28649939475,22,1500,0,"GER","R"
"Nestor D.",1451.15026714473,25,1452.63123143673,15,1482.01211924033,10,1500,0,1500,0,"CAN","L"
"Parmar A.",1459.72173858112,36,1470.2182236611,11,1462.11560264345,25,1500,0,1500,0,"GBR","R"
"Wheaton D.",1485.68025461827,4,1480.67420658729,2,1499.69473785795,2,1500,0,1500,0,"USA","R"
"Cowan B.",1454.7299701405,16,1469.95961681178,7,1475.85860314866,9,1500,0,1500,0,"GBR","L"
"Braasch K.",1513.33498624491,3,1500,0,1511.42247746442,3,1500,0,1500,0,"GER","L"
"Youzhny M.",1656.35579877433,679,1634.1183290263,378,1658.59767488376,86,1632.78646724765,215,1500,0,"RUS","R"
"Bower J.",1495.6358098452,3,1500,0,1489.47411385743,3,1500,0,1500,0,"RSA","L"
"Godwin N.",1439.39127284671,28,1416.15815166468,13,1505.74136065966,15,1500,0,1500,0,"RSA","R"
"Lareau S.",1451.23200649915,26,1465.46962124469,19,1490.62752623669,5,1478.80315793836,2,1500,0,"CAN","R"
"Lee M.",1421.46019506597,46,1430.76574388125,16,1484.01299368648,25,1471.68277690752,5,1500,0,"GBR","U"
"O'Brien A.",1464.11138296355,10,1459.13977561033,8,1500.80189205253,2,1500,0,1500,0,"USA","R"
"Rochus O.",1522.12907323845,448,1545.92231815533,230,1541.86639514144,80,1429.72353253795,138,1500,0,"BEL","R"
"Spadea V.",1459.34753778977,346,1469.32683506819,235,1500.41109968837,46,1474.81640085264,65,1500,0,"USA","R"
"Voltchkov V.",1476.88269608529,92,1499.92585990676,65,1490.45611949496,17,1440.78612629008,10,1500,0,"BLR","R"
"Draper S.",1488.25044488309,54,1507.49625072189,35,1465.82008155428,14,1461.11689565858,5,1500,0,"AUS","L"
"Davydenko N.",1597.17192355318,723,1649.76141521516,404,1452.9000792054,28,1565.91985399753,291,1500,0,"RUS","R"
"Kempes E.",1441.39361710335,24,1470.85159486406,13,1469.99672487079,3,1495.63385171958,8,1500,0,"NED","R"
"Roitman S.",1401.88162488459,85,1411.42319354769,17,1465.75338733329,6,1450.25359564064,62,1500,0,"ARG","R"
"van Scheppingen D.",1445.78473606335,47,1468.95405091427,20,1465.32397647548,10,1469.70822921493,17,1500,0,"NED","R"
"Elsner D.",1401.31847694042,31,1463.10499693326,6,1489.7,1,1436.54841219515,24,1500,0,"GER","R"
"Goellner M.K.",1457.31357714143,25,1503.36461824577,6,1479.4,2,1460.29180843429,17,1500,0,"GER","R"
"Carretero R.",1498.11577136655,4,1500,0,1500,0,1499.2094575065,4,1500,0,"ESP","R"
"Martelli M.",1491.25316272182,5,1501.4902616518,2,1500,0,1490.47599518792,3,1500,0,"ITA","R"
"Puentes G.",1433.83479486496,22,1477.06285422812,5,1499.20886862364,2,1447.00495104645,15,1500,0,"ESP","R"
"Sanchez D.",1497.82836457308,197,1384.19970942975,44,1459.53285303016,4,1540.16781728279,149,1500,0,"ESP","U"
"Schranz W.",1496.77130869606,2,1500,0,1500,0,1498.27172747178,2,1500,0,"AUT","R"
"Luzzi F.",1464.69738299644,42,1469.38450549879,11,1500,0,1479.35009813896,31,1500,0,"ITA","R"
"Mathieu P.H.",1563.57416775003,444,1581.374351887,219,1496.32580668812,47,1502.90064322704,178,1500,0,"FRA","R"
"Motomura G.",1431.6057474223,20,1434.92032823121,17,1489.77857790275,3,1500,0,1500,0,"JPN","R"
"Furlan R.",1461.83572347079,18,1481.51614939501,11,1500,0,1475.03345683768,7,1500,0,"ITA","R"
"Nargiso D.",1542.7196328484,11,1500.77446064968,2,1500,0,1547.39927885512,9,1500,0,"ITA","L"
"Stoliarov A.",1444.80099464108,82,1452.46303721164,42,1465.97459208726,17,1456.93571811889,23,1500,0,"RUS","R"
"Larose S.",1514.57322470151,12,1503.13118231716,12,1500,0,1500,0,1500,0,"CAN","R"
"Dent T.",1575.28816802326,270,1576.66812456115,203,1539.08902500109,51,1451.01116947367,16,1500,0,"USA","R"
"Capalik K.",1475.45877563832,8,1487.09211014782,3,1500.71090706024,4,1490.05876548681,1,1500,0,"USA","R"
"Kim K.",1420.94606500223,133,1426.76348838021,101,1432.68684828802,17,1451.233222178,15,1500,0,"KOR",""
"Taino E.",1469.63700989378,26,1474.916966952,22,1500,0,1482.01446139912,4,1500,0,"PHI","L"
"Kralert P.",1481.32472558512,4,1500.11623455766,2,1500,0,1479.9352523511,2,1500,0,"CZE","R"
"Lee H.T.",1553.92278325791,263,1549.57121872678,181,1502.87953830516,36,1503.69321242536,46,1500,0,"KOR","U"
"Pescariu D.",1491.98109251167,3,1500,0,1500,0,1492.91795885837,3,1500,0,"ROU","R"
"Erlich J.",1490.39923199513,9,1503.5115117362,6,1488.65858932615,3,1500,0,1500,0,"ISR","R"
"Tarallo S.",1498.09420576019,2,1500,0,1500,0,1498.89176968751,2,1500,0,"ITA","R"
"Flygt K.",1499.75289761289,4,1510.76921184465,3,1500,0,1490.77759935064,1,1500,0,"SWE","R"
"Friedl L.",1491.69301446521,7,1477.2136950785,4,1500,0,1512.5709108957,3,1500,0,"CZE","R"
"Suzuki T.",1541.23208883803,37,1541.45892821024,34,1490.73521595222,3,1500,0,1500,0,"JPN","R"
"Yoon Y.",1491.93791757642,7,1498.30766803043,6,1490.83099117758,1,1500,0,1500,0,"KOR","R"
"Viloca J.A.",1501.73705346541,12,1504.43957511827,6,1500,0,1501.57402932195,6,1500,0,"ESP","R"
"Palmer J.",1507.42774881946,4,1513.96583075848,3,1489.7,1,1500,0,1500,0,"USA","U"
"Childs L.",1451.11539646553,10,1499.11327924739,2,1446.20174456308,8,1500,0,1500,0,"GBR","R"
"Froberg J.",1504.89498212382,2,1504.02362829057,2,1500,0,1500,0,1500,0,"SWE","U"
"Ortegren J.",1501.20714236496,2,1501.56396874222,2,1500,0,1500,0,1500,0,"SWE","R"
"Phau B.",1507.52507705581,208,1485.78507991683,137,1409.63086366891,14,1477.83821116693,57,1500,0,"GER","R"
"Pless K.",1400.675894128,112,1425.66876041402,71,1434.87093257327,16,1444.73271534091,25,1500,0,"DEN","R"
"Robredo T.",1787.90805543066,754,1724.08088524931,358,1551.5988820939,51,1682.80568026247,345,1500,0,"ESP","R"
