"playername","id","Ratings","games","games_won","Hard_Ratings","Hard_games","Hard_games_won","Grass_Ratings","Grass_games","Grass_games_won","Clay_Ratings","Clay_games","Clay_games_won","Carpet_Ratings","Carpet_games","Carpet_games_won","NotHard_Ratings","NotHard_games","NotHard_games_won","Bo3_Ratings","Bo3_games","Bo3_games_won","Bo5_Ratings","Bo5_games","Bo5_games_won"
"safin m",981,1654.22654833786,540,341,1628.19115491315,295,183,1626.89521689985,42,26,1587.48186567252,141,88,1630.21867664552,62,44,1615.67696517763,245,158,1638.01066778931,417,253,1692.13172620482,123,88
"safwat m",982,1491.76944099625,3,1,1490.4344635491,3,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1491.28991825045,3,1,1500,0,0
"salamanca c",983,1489.84340152723,1,0,1500,0,0,1500,0,0,1488.87445972674,1,0,1500,0,0,1488.88309881382,1,0,1490.00191606969,1,0,1500,0,0
"salva b",984,1444.37987588015,5,0,1474.28020085693,2,0,1500,0,0,1468.20516622144,3,0,1500,0,0,1465.89828482643,3,0,1444.6144717436,5,0,1500,0,0
"salzenstein j",985,1423.16095813418,37,11,1426.03867644733,26,7,1483.11658381088,7,3,1486.39431170162,4,1,1500,0,0,1465.59349783735,11,4,1443.13187547574,33,11,1452.15063401876,4,0
"samper montana j",986,1487.5,1,0,1500,0,0,1500,0,0,1487.5,1,0,1500,0,0,1487.5,1,0,1500,0,0,1487.5,1,0
"sampras p",987,1758.20963176989,137,98,1777.5313791612,98,73,1621.47046583404,24,19,1477.10734841255,15,6,1500,0,0,1569.90257442946,39,25,1653.96374643929,83,55,1733.80350648382,54,43
"sanchez d",988,1495.3776083634,200,85,1376.51156048592,44,9,1451.12200324835,4,0,1542.86096999098,149,76,1466.30939952574,3,0,1519.63417924151,156,76,1485.51795121652,173,77,1445.14501326764,27,8
"sanchez de luna j",989,1480.34527189082,3,0,1500,0,0,1500,0,0,1475.36113288011,3,0,1500,0,0,1473.64415343281,3,0,1479.68180315766,3,0,1500,0,0
"sanchez j",990,1487.5,1,0,1487.5,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.5,1,0,1500,0,0
"sanchez m",991,1485.67963873254,1,0,1500,0,0,1500,0,0,1486.05286712256,1,0,1500,0,0,1486.15114670187,1,0,1485.850613399,1,0,1500,0,0
"sandbichler a",992,1487.87270876522,1,0,1500,0,0,1500,0,0,1487.70564883359,1,0,1500,0,0,1488.03022113175,1,0,1487.82454038332,1,0,1500,0,0
"sanguinetti d",993,1463.55490350974,281,114,1503.54995203329,154,70,1453.76053813068,40,16,1433.95577941389,62,19,1437.68298520601,25,9,1416.73499228161,127,44,1453.082575417,241,102,1437.32459976881,40,12
"santillan a",994,1473.02561389669,2,0,1486.65140755121,1,0,1500,0,0,1484.88349749891,1,0,1500,0,0,1484.1146170848,1,0,1473.60475070931,2,0,1500,0,0
"santopadre v",995,1481.33838677098,4,1,1500,0,0,1500,0,0,1491.73120008826,3,1,1487.63483077351,1,0,1479.66348093042,4,1,1479.84702795735,4,1,1500,0,0
"santoro f",996,1591.78505570933,433,222,1551.30946165083,252,133,1621.19151142857,67,41,1413.10679647855,66,25,1519.01264666058,48,23,1592.04078566372,181,89,1590.2253666527,354,184,1538.82241011324,79,38
"saoudi s",997,1492.00451915447,5,2,1486.30200234685,1,0,1500,0,0,1500.13322621604,4,2,1500,0,0,1500.57389290118,4,2,1504.33137530608,4,2,1486.11748866729,1,0
"saretta f",998,1504.91211219513,142,67,1484.75329548093,40,17,1500.44128528897,12,6,1540.83568151651,89,44,1489.67308881876,1,0,1517.5466463689,102,50,1517.87449697205,113,55,1470.78356028504,29,12
"sargsian s",999,1502.41375611395,218,92,1495.00233340275,106,44,1437.30269774298,30,11,1494.96248710652,64,27,1527.84678084478,18,10,1492.31780403136,112,48,1486.86887743862,174,70,1524.49101848204,44,22
"sarkissian a",1000,1499.03338813384,5,2,1494.60924616135,3,1,1500,0,0,1498.42781293043,2,1,1500,0,0,1498.38574802041,2,1,1498.00352877745,5,2,1500,0,0
"sarstrand m",1001,1482.99649675948,2,0,1488.23340498301,1,0,1500,0,0,1494.44958078224,1,0,1500,0,0,1493.87490454707,1,0,1482.02684251503,2,0,1500,0,0
"satral j",1002,1503.2116551554,3,1,1508.87405141127,2,1,1500,0,0,1494.82318532094,1,0,1500,0,0,1494.28425441174,1,0,1493.58495461901,1,0,1507.03611130611,2,1
"saulnier c",1003,1513.72732931112,182,73,1509.23975916741,116,48,1456.19216318702,24,9,1430.25019426159,20,4,1529.0813377308,22,12,1479.29314754053,66,25,1512.51781044027,156,67,1411.38098354607,26,6
"saville l",1004,1475.65686309519,8,2,1475.88271932936,2,0,1485.9960091792,6,2,1500,0,0,1500,0,0,1493.01714323769,6,2,1502.05927915381,2,1,1460.47035572137,6,1
"savolt a",1005,1442.03118787816,73,28,1416.86229981974,23,6,1473.23621322603,2,0,1488.95545431109,47,22,1487.43550226181,1,0,1469.85321372329,50,22,1434.53319888572,60,23,1475.14609068221,13,5
"schalken s",1006,1566.75035981385,299,168,1549.1285398573,170,92,1654.65275759079,48,34,1548.52045117103,60,31,1518.16586345459,21,11,1604.4208831416,129,76,1534.50636140736,241,129,1669.9125629554,58,39
"scherrer j",1007,1498.18190171876,1,0,1500,0,0,1500,0,0,1500,0,0,1488.54268241072,1,0,1495.16679720096,1,0,1497.43794156698,1,0,1500,0,0
"scherrer j c",1008,1468.17301606841,5,1,1487.33371360436,3,1,1474.3016196171,2,0,1500,0,0,1500,0,0,1477.38804688751,2,0,1466.38327837,5,1,1500,0,0
"schiessling t",1009,1484.41680277798,4,1,1500,0,0,1500,0,0,1486.90383311044,4,1,1500,0,0,1484.77586174479,4,1,1484.63295805705,4,1,1500,0,0
"schnur b",1010,1492.34394246247,1,0,1491.45071177701,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1491.46625464794,1,0,1500,0,0
"scholtz n",1011,1485.34451446967,1,0,1485.0199815807,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1485.93109630938,1,0,1500,0,0
"schoorel t",1012,1486.51401307727,6,1,1471.23309179052,4,0,1500,0,0,1508.57775323386,2,1,1500,0,0,1508.03840655081,2,1,1474.08230706846,4,0,1506.12914354777,2,1
"schranz w",1013,1495.50460458306,2,1,1500,0,0,1500,0,0,1497.55857313612,2,1,1500,0,0,1497.25718962506,2,1,1496.25059058673,2,1,1500,0,0
"schuettler p",1014,1513.89904780928,3,2,1500,0,0,1500,0,0,1514.49033331972,3,2,1500,0,0,1514.78539091774,3,2,1512.8392194464,3,2,1500,0,0
"schuettler r",1015,1500.3178246817,544,269,1464.63914866832,314,162,1573.79905914393,71,40,1388.9250393542,129,52,1513.04545658806,30,15,1508.28922465117,230,107,1490.00845596629,455,226,1465.02298621465,89,43
"schukin y",1016,1498.82530284868,32,12,1432.2456011644,6,0,1500,0,0,1546.02725644029,25,12,1487.16501456074,1,0,1537.86713787107,26,12,1498.10430117776,29,11,1487.57324578854,3,1
"schuttler p",1017,1485.92819834768,1,0,1500,0,0,1500,0,0,1500,0,0,1487.86571906594,1,0,1486.78337836634,1,0,1485.96754989156,1,0,1500,0,0
"schwank e",1018,1512.76572046045,98,37,1458.42937128038,27,8,1442.16884499923,8,1,1537.20924781146,62,28,1488.81539616814,1,0,1513.79267918207,71,29,1473.38524414898,81,31,1493.66688121272,17,6
"schwartzman d",1019,1629.58737699231,77,31,1573.92617172583,28,13,1452.51157615313,4,0,1552.28579035983,45,18,1500,0,0,1522.79215105459,49,18,1637.62699025382,64,28,1467.21053612379,13,3
"sekulic m",1020,1486.53882006297,1,0,1486.66390537091,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.96005878111,1,0,1500,0,0
"sekulov j",1021,1435.20238485885,12,3,1456.2878039448,10,3,1486.63476371345,1,0,1486.64811173437,1,0,1500,0,0,1472.93143534685,2,0,1433.18390552577,10,2,1500,2,1
"sela d",1022,1545.43128978991,247,102,1503.39321103572,164,71,1523.43140069127,47,22,1397.89880612234,34,8,1499.84769823407,2,1,1506.39552232181,83,31,1540.07347873652,193,83,1459.03312933706,54,19
"sell m",1023,1500.84942080171,2,1,1500.84942080171,2,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1500.84942080171,2,1,1500,0,0
"seppi a",1024,1616.73925601297,599,288,1559.88802603272,294,130,1632.80685176318,80,46,1604.66921972427,206,107,1419.3710877273,19,5,1650.69700731193,305,158,1582.20228140562,506,243,1644.84277576751,93,45
"serdarusic n",1025,1488.46582001273,1,0,1500,0,0,1500,0,0,1488.36517550787,1,0,1500,0,0,1487.6501349427,1,0,1487.18745645056,1,0,1500,0,0
"sergeyev i",1026,1511.29766037738,2,1,1509.01178860661,2,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1507.62282143721,2,1
"serra f",1027,1464.63299142944,293,122,1443.90069803969,147,60,1435.57650306019,26,9,1526.48795304838,104,48,1453.2796701068,16,5,1494.67006798609,146,62,1471.67503400319,239,102,1457.74526680437,54,20
"serrano o",1028,1482.0851032293,8,3,1500,0,0,1500,0,0,1485.15762018709,8,3,1500,0,0,1481.95115285492,8,3,1492.05777619905,7,3,1487.05047029068,1,0
"setkic a",1029,1480.43225477776,2,0,1500,0,0,1500,0,0,1480.33541411386,2,0,1500,0,0,1480.79089874993,2,0,1479.39895078986,2,0,1500,0,0
"settergren j",1030,1483.21332805111,6,2,1474.9963106955,2,0,1500,0,0,1504.31482399519,4,2,1500,0,0,1501.87272708172,4,2,1483.06089432922,6,2,1500,0,0
"shane r",1031,1494.38248509124,1,0,1493.51444753221,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1492.26185971624,1,0
"shapovalov d",1032,1504.2475093427,3,1,1502.05947546965,3,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1502.53333400779,3,1,1500,0,0
"sherwood d",1033,1505.1046905994,2,1,1500,0,0,1500.38395260895,2,1,1500,0,0,1500,0,0,1501.18613967649,2,1,1500,0,0,1502.05031063173,2,1
"shimada t",1034,1472.82937282679,2,0,1488.01155102301,1,0,1487.05047029068,1,0,1500,0,0,1500,0,0,1485.67578810007,1,0,1473.39367647432,2,0,1500,0,0
"shvec a",1035,1493.82972170154,1,0,1489.52014150152,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1493.81917630055,1,0,1500,0,0
"shyla y",1036,1490.97496025721,1,0,1487.54445754548,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1489.30913305527,1,0,1500,0,0
"si y m",1037,1486.97234538005,1,0,1487.0164582342,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.96905616078,1,0,1500,0,0
"sidorenko a",1038,1487.11585027006,13,5,1482.58317401235,6,2,1500,0,0,1498.57215643073,7,3,1500,0,0,1496.66367538823,7,3,1496.74028753955,11,5,1481.88432020193,2,0
"siemerink j",1039,1421.45457336861,52,19,1461.7593757447,23,8,1459.87158128212,10,3,1462.79128206958,19,8,1500,0,0,1424.82050078729,29,11,1435.89940341183,43,17,1452.07657563226,9,2
"sijsling i",1040,1441.31320008652,133,47,1439.48762858414,77,27,1487.96916000902,23,10,1448.17912485511,33,10,1500,0,0,1456.19617260446,56,20,1458.73085351494,112,42,1425.45403592567,21,5
"silva d",1041,1485.80536279601,1,0,1500,0,0,1500,0,0,1487.3258006233,1,0,1500,0,0,1486.46709183235,1,0,1485.83434635196,1,0,1500,0,0
"silva f",1042,1485.86959583724,2,0,1500,0,0,1500,0,0,1481.1086245935,2,0,1500,0,0,1480.17450176638,2,0,1484.2660846081,2,0,1500,0,0
"silva j",1043,1440.77164874059,11,2,1474.16030041267,2,0,1500,0,0,1447.99685126115,9,2,1500,0,0,1451.23455729519,9,2,1458.10165066136,9,2,1473.12612885218,2,0
"simmonds p",1044,1479.98374165906,3,0,1473.3644263045,3,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1483.3947468392,2,0,1488.41413266388,1,0
"simon g",1045,1760.25918096578,658,392,1728.1029526324,382,229,1614.73734597916,61,35,1671.96433435879,200,121,1505.7193384501,15,7,1697.72738250602,276,163,1742.34635647641,546,321,1719.88966553431,112,71
"simoni a",1046,1417.0052749834,30,10,1448.5370604126,15,5,1465.02136662538,5,1,1490.55648995554,10,4,1500,0,0,1450.33698671177,15,5,1426.47965521763,26,9,1474.52828280203,4,1
"simonsson f",1047,1487.5,1,0,1500,0,0,1500,0,0,1487.5,1,0,1500,0,0,1487.5,1,0,1487.5,1,0,1500,0,0
"singh n",1048,1487.82501490499,1,0,1487.69515676108,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.8187975651,1,0,1500,0,0
"singh s",1049,1493.88661246773,1,0,1494.3151382754,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1494.00501015847,1,0,1500,0,0
"sirianni j",1050,1485.13333889278,20,7,1492.00871996943,15,6,1464.70908371559,5,1,1500,0,0,1500,0,0,1469.20478003595,5,1,1491.21818130476,16,6,1480.71907167943,4,1
"siriluethaiwattana p",1051,1479.30254663445,2,0,1476.83997408918,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1479.37444988635,2,0,1500,0,0
"sitak a",1052,1484.90267709961,1,0,1484.43058248124,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1485.28318262821,1,0,1500,0,0
"skoch d",1053,1470.52929203148,3,0,1490.28167838924,1,0,1500,0,0,1479.67815754513,2,0,1500,0,0,1479.05904485271,2,0,1470.29106534708,3,0,1500,0,0
"skugor f",1054,1454.8450023304,16,4,1503.40907642502,3,1,1486.26861903051,1,0,1450.10258111566,11,3,1489.3096664715,1,0,1436.85314603308,13,3,1454.25395276427,15,4,1489.72342948898,1,0
"slabinsky a",1055,1481.49793543508,2,0,1500,0,0,1474.72595802818,2,0,1500,0,0,1500,0,0,1474.51388102991,2,0,1480.94501700774,2,0,1500,0,0
"slanar m",1056,1493.42384132654,3,1,1491.88873496587,3,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1504.0309079396,2,1,1487.71930513305,1,0
"sluiter r",1057,1525.82869465771,197,84,1457.20238039533,80,31,1526.45624949314,45,23,1494.32312106592,63,26,1487.97460445618,9,4,1522.14673492317,117,53,1509.51752855976,160,72,1451.98161528826,37,12
"smeets r",1058,1460.4643360367,9,1,1457.69016595119,8,1,1500,0,0,1492.74168298333,1,0,1500,0,0,1495.25555535499,1,0,1461.96213078223,4,0,1482.54163344666,5,1
"smethurst d",1059,1496.33409564332,1,0,1500,0,0,1490.89256137284,1,0,1500,0,0,1500,0,0,1492.52663871566,1,0,1500,0,0,1492.16332004252,1,0
"smit j",1060,1485.00349582466,1,0,1485.01341037597,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1485.40011534302,1,0,1500,0,0
"smith a",1061,1489.0874373924,1,0,1489.01017714534,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1489.26857106867,1,0,1500,0,0
"smith j p",1062,1464.79628092139,17,5,1442.52079535703,10,1,1512.42340962389,7,4,1500,0,0,1500,0,0,1510.74816392645,7,4,1489.97054063107,14,5,1467.20172535571,3,0
"smith l",1063,1489.83981853261,1,0,1490.00012346342,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1489.4791656253,1,0,1500,0,0
"smyczek t",1064,1519.58433589439,98,35,1509.8908632914,77,29,1461.66343213618,11,3,1474.95893782858,10,3,1500,0,0,1455.52717520161,21,6,1501.06353424454,79,28,1485.15657020918,19,7
"snobel p",1065,1465.75110120066,4,0,1469.29321203326,3,0,1489.45497146133,1,0,1500,0,0,1500,0,0,1490.78465985663,1,0,1483.88839263742,2,0,1472.99619053622,2,0
"sock j",1066,1841.12109254414,191,112,1783.35911291654,135,77,1562.35616427804,18,11,1650.60036696771,38,24,1500,0,0,1689.14041234409,56,35,1816.38226886053,153,90,1603.0574765976,38,22
"soderling r",1067,1974.65874459499,449,285,1911.71741300746,257,166,1638.54333180625,43,26,1842.79516355335,120,71,1633.9094543537,29,22,1886.92626641091,192,119,1950.13904000559,368,234,1768.44576902052,81,51
"soderlund c",1068,1505.00378793908,2,1,1500,0,0,1500,0,0,1503.90229504069,2,1,1500,0,0,1503.90289683474,2,1,1503.9713648634,2,1,1500,0,0
"soeda g",1069,1484.03221191569,98,28,1466.56017047732,75,23,1452.07078189484,15,4,1449.7565536793,8,1,1500,0,0,1436.20836546561,23,5,1478.10846494488,78,24,1447.62382935648,20,4
"sonego l",1070,1492.96502309946,1,0,1500,0,0,1500,0,0,1491.13497172012,1,0,1500,0,0,1491.79546955135,1,0,1492.23833127364,1,0,1500,0,0
"sorensen l",1071,1489.60471346081,6,2,1480.03583112527,4,1,1500,0,0,1501.91336299025,2,1,1500,0,0,1504.95545211436,2,1,1495.11954922317,3,1,1485.75302873049,3,1
"sousa j",1072,1634.29134668586,215,100,1585.24464507091,116,53,1500.73569124426,18,8,1614.3345137428,81,39,1500,0,0,1613.39962900126,99,47,1597.63566370918,185,85,1578.54137389145,30,15
"sousa p",1073,1454.41484995763,5,0,1500,0,0,1500,0,0,1450.29436326078,5,0,1500,0,0,1453.55202157355,5,0,1452.78341233933,5,0,1500,0,0
"sousa t",1074,1486.87270637075,1,0,1500,0,0,1500,0,0,1487.96247731529,1,0,1500,0,0,1487.07600149779,1,0,1487.18646251913,1,0,1500,0,0
"souza j",1075,1420.05564292571,68,24,1450.65471144895,8,1,1486.85726440696,1,0,1430.02968327785,59,23,1500,0,0,1422.94559771527,60,23,1439.93837606299,61,24,1425.40507378122,7,0
"spadea v",1076,1447.42334103038,368,168,1458.9964840686,235,110,1501.78713526141,46,22,1476.24433743475,65,26,1474.23767466189,22,10,1475.45795962947,133,58,1451.33593982545,316,148,1461.82508650314,52,20
"spottl m",1077,1476.30632494379,2,0,1487.5,1,0,1500,0,0,1487.94952970932,1,0,1500,0,0,1487.94952970932,1,0,1476.70801841533,2,0,1500,0,0
"spracklin t",1078,1485.25228539634,1,0,1485.88291963335,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1485.48983246865,1,0,1500,0,0
"squillari f",1079,1552.97366785179,195,96,1506.12329445235,52,21,1451.71633544716,4,0,1540.84041042694,133,74,1454.43931200557,6,1,1528.14651675704,143,75,1555.47080536048,167,82,1488.01123232277,28,14
"srichaphan n",1080,1502.15302512681,4,2,1500,0,0,1500,0,0,1502.16275529977,2,1,1502.47346920802,2,1,1500.97101636352,4,2,1501.67393160514,4,2,1500,0,0
"srichaphan p",1081,1572.6125347899,375,204,1570.5597715388,276,161,1545.49326006863,39,21,1352.33410931113,40,9,1557.64382471271,20,13,1508.12322646703,99,43,1589.88047933467,323,180,1501.05541464709,52,24
"stadler s",1082,1508.04854090303,16,6,1498.16840539519,8,3,1487.95396111863,8,3,1500,0,0,1500,0,0,1497.02178641072,8,3,1497.25579591745,11,4,1495.16750467325,5,2
"stafford g",1083,1499.55219348043,2,1,1499.55219348043,2,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1500,2,1
"stakhovsky s",1084,1552.77518585005,305,133,1550.23042310845,179,77,1525.22708164018,43,21,1455.29216237426,65,24,1554.94999069687,18,11,1515.49867422375,126,56,1527.87408656545,254,113,1512.62559658997,51,20
"stanoytchev o",1085,1369.01062433697,28,7,1448.22854473991,9,2,1487.5,1,0,1417.35184336338,18,5,1500,0,0,1405.70681445918,19,5,1379.73389293871,24,6,1479.26530005594,4,1
"starace p",1086,1520.7493312003,334,146,1409.33182622386,79,22,1405.27935762306,12,1,1555.30896183546,230,119,1443.68403198291,13,4,1530.76733508467,255,124,1541.53902317957,292,137,1367.55311904248,42,9
"stark j",1087,1474.37479122087,2,0,1487.17747193893,1,0,1487.40845347911,1,0,1500,0,0,1500,0,0,1487.40016717474,1,0,1474.21317893801,2,0,1500,0,0
"statham j",1088,1474.65113526917,5,1,1465.53232359937,5,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1474.68210750556,5,1,1500,0,0
"statham r",1089,1489.33090889039,1,0,1483.8838142572,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1489.27384210045,1,0,1500,0,0
"stebe c m",1090,1533.95821168632,36,13,1473.79400277685,13,3,1486.28423034138,7,2,1550.44436205035,16,8,1500,0,0,1549.0147073441,23,10,1533.07430386983,28,11,1482.53259869802,8,2
"steckley r",1091,1487.20303419552,1,0,1487.77673863389,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.79648076431,1,0,1500,0,0
"stepanek m",1092,1512.1003102319,2,1,1500,0,0,1500,0,0,1506.65508545392,2,1,1500,0,0,1509.51051187511,2,1,1511.64918500837,2,1,1500,0,0
"stepanek r",1093,1667.98964388997,631,358,1608.820085892,360,200,1625.69374617244,71,43,1609.4475694566,163,93,1575.89176740797,37,22,1658.3127662917,271,158,1691.64475510887,518,301,1525.23938827894,113,57
"stoliarov a",1094,1427.8998724788,87,32,1448.30029454161,42,17,1461.88311815985,17,6,1452.07757007465,23,8,1464.66413504982,5,1,1419.46322649315,45,15,1417.79517551589,75,27,1488.50929856017,12,5
"stoltenberg j",1095,1532.07469432337,49,28,1501.0251942206,32,17,1511.89564449752,7,4,1546.26053090058,10,7,1500,0,0,1556.24037403233,17,11,1544.23407602746,39,24,1481.72894874769,10,4
"stoppini a",1096,1489.95766755216,11,3,1498.76989606523,9,3,1500,0,0,1481.26289192144,2,0,1500,0,0,1479.66545706455,2,0,1491.12010531599,10,3,1496.90377907209,1,0
"strode b",1097,1487.94952970932,1,0,1487.94952970932,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.94952970932,1,0,1500,0,0
"struff j l",1098,1549.97261788346,95,34,1569.82177264024,48,21,1437.20492587885,14,3,1443.11254012835,33,10,1500,0,0,1421.02767983596,47,13,1560.40618909087,79,31,1427.28957173124,16,3
"struvay e",1099,1475.92814902763,2,0,1500,0,0,1500,0,0,1477.06843657349,2,0,1500,0,0,1476.28648316495,2,0,1476.14958923018,2,0,1500,0,0
"sugita y",1100,1472.97110018635,40,11,1436.47378713761,27,6,1491.94554135986,10,4,1493.39236926691,3,1,1500,0,0,1489.83230124931,13,5,1472.11699151303,37,11,1475.78796418187,3,0
"sultan khalfan a",1101,1490.38938284428,1,0,1488.78401134285,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1489.76981954596,1,0,1500,0,0
"summerer t",1102,1448.73362045916,9,1,1486.89495475926,2,0,1491.45831777655,1,0,1463.17748547569,6,1,1500,0,0,1459.53377291311,7,1,1457.36885698316,7,1,1476.71745155564,2,0
"sun p",1103,1462.58047459164,5,1,1462.05988491639,5,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1462.14517802572,5,1,1500,0,0
"suzuki t",1104,1553.92128765903,37,18,1552.16856839704,34,17,1489.09726226904,3,1,1500,0,0,1500,0,0,1485.23577329702,3,1,1554.38638492218,31,16,1484.94216157935,6,2
"svarc l",1105,1477.59885080992,2,0,1488.44902321627,1,0,1500,0,0,1489.13181887852,1,0,1500,0,0,1487.88400320221,1,0,1489.74448674271,1,0,1488.03217388544,1,0
"sweeting r",1106,1558.56406347181,89,33,1488.85689084703,65,22,1476.44793366854,10,3,1542.35386871594,14,8,1500,0,0,1536.81537552217,24,11,1548.84487264467,71,28,1459.511530897,18,5
"syed f",1107,1484.54226786728,1,0,1486.13975426745,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1484.60937995391,1,0,1500,0,0
"szymanski j",1108,1488.1922155324,1,0,1488.69340830561,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1488.19673314412,1,0,1500,0,0
"tabara m",1109,1460.00697583874,79,33,1506.70014010827,40,18,1475.48415331792,2,0,1468.04430367183,32,13,1486.64132544484,5,2,1437.28100176719,39,15,1474.40422096685,62,28,1446.25670211395,17,5
"tahiri m",1110,1449.51273534534,7,1,1500,0,0,1500,0,0,1447.27402569673,7,1,1500,0,0,1446.11867617991,7,1,1448.40807796623,7,1,1500,0,0
"taino e",1111,1467.15496776051,26,10,1472.79574588317,22,9,1500,0,0,1478.58506891348,4,1,1500,0,0,1478.19295251222,4,1,1478.93060470032,24,10,1475.31307905549,2,0
"takeuchi k",1112,1486.28650825179,1,0,1486.03627698534,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.30808201979,1,0,1500,0,0
"tarallo s",1113,1497.34881358258,2,1,1500,0,0,1500,0,0,1498.39713943389,2,1,1500,0,0,1498.04828254527,2,1,1497.92192895308,2,1,1500,0,0
"tarango j",1114,1347.86271107016,44,11,1348.29915124465,22,2,1477.58193262568,4,1,1484.57543021503,17,8,1489.58795610896,1,0,1455.18934728291,22,9,1365.6152972323,38,10,1455.7870665851,6,1
"tavares l",1115,1492.08054473373,3,1,1500,0,0,1500,0,0,1491.64332827661,3,1,1500,0,0,1490.71140649933,3,1,1491.68760672614,3,1,1500,0,0
"tearney f",1116,1492.2901035521,1,0,1492.43735169701,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1490.80176854695,1,0,1500,0,0
"tebbutt m",1117,1486.92202501043,3,1,1487.75162174246,3,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.29764739138,3,1,1500,0,0
"tecau h",1118,1487.97867502325,1,0,1488.23850716247,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.41290591395,1,0,1500,0,0
"teixeira m",1119,1473.73624555031,6,1,1480.8152186634,2,0,1500,0,0,1487.59802498054,4,1,1500,0,0,1492.12888705017,4,1,1475.61288516059,3,0,1498.7459086013,3,1
"tenconi t",1120,1488.07133344089,3,1,1500,0,0,1500,0,0,1486.1578070642,3,1,1500,0,0,1484.95864880922,3,1,1496.97109383208,2,1,1490.47256858191,1,0
"terachi t",1121,1464.69375439256,11,4,1468.09882150941,11,4,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1463.03167464944,11,4,1500,0,0
"thiem d",1122,1824.06681454002,199,120,1698.91628951624,100,52,1553.66296262302,17,9,1836.22761663601,82,59,1500,0,0,1839.78106154911,99,68,1793.29537853741,167,100,1634.4351670476,32,20
"thomann n",1123,1476.93947510259,37,14,1513.69185992014,18,8,1488.49185415075,3,1,1444.01350291794,7,1,1486.44793890556,9,4,1441.01647042379,19,6,1479.99395955682,33,13,1481.58440041203,4,1
"thomas j",1124,1473.72170424287,2,0,1485.14454530429,1,0,1488.36798559581,1,0,1500,0,0,1500,0,0,1488.3874797951,1,0,1473.74470516725,2,0,1500,0,0
"thompson c",1125,1488.15792869527,1,0,1500,0,0,1486.91923261276,1,0,1500,0,0,1500,0,0,1486.88696536831,1,0,1488.45568750074,1,0,1500,0,0
"thompson j",1126,1460.40006741665,14,3,1469.86207983769,9,2,1466.81503762489,3,0,1501.54800859254,2,1,1500,0,0,1472.09588241269,5,1,1491.37574905841,7,2,1449.13090429779,7,1
"thron a",1127,1475.85694662372,2,0,1483.96867072516,1,0,1500,0,0,1493.64054209828,1,0,1500,0,0,1492.78421866263,1,0,1476.25885685635,2,0,1500,0,0
"tiafoe f",1128,1438.60561178235,14,2,1450.02935235511,11,2,1500,0,0,1468.13423521405,3,0,1500,0,0,1468.24062750438,3,0,1447.94859869762,11,2,1475.91741452133,3,0
"tieleman l",1129,1446.06441673667,28,10,1494.50345137248,17,8,1465.09839119602,5,1,1455.72410694837,6,1,1500,0,0,1425.05963690615,11,2,1450.36277336447,25,9,1487.45935069303,3,1
"tiilikainen k",1130,1478.45638777046,2,0,1500,0,0,1500,0,0,1475.09420458815,2,0,1500,0,0,1475.80026215439,2,0,1478.5327210867,2,0,1500,0,0
